,Date,precip_and_snowmelt_input_Raft_mean,irrigation_Raft_mean,AET_Raft_mean,soil_thickness_Raft_mean,soil_porosity_Raft_mean,field_capacity_Raft_mean,wilting_point_Raft_mean,Geo_K_Raft_mean,Runoff_Raft_mean,Recharge_Raft_mean,Soil_Water_End_Of_Previous_Timestep_Raft_mean,Soil_Saturation_Percent_End_Of_Timestep_Raft_mean,precip_and_snowmelt_input_m3_Raft_sum,irrigation_m3_Raft_sum,AET_m3_Raft_sum,Runoff_m3_Raft_sum,Recharge_m3_Raft_sum,Soil_Water_End_Of_Previous_Timestep_m3_Raft_sum,Raft_area_m2
0,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
1,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
2,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
3,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
4,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
5,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
6,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
7,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
8,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
9,2024-01-01,51.658549924238976,0.0,4.386013864062431,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,8.833135247597522,26.13960735429006,176.7625451957155,62.78379905153299,99937736.36201063,0.0,8485395.802196082,17089816.46229284,50568480.08292252,341986998.00886095,1911914869.5066435
