,Date,precip_and_snowmelt_input_Raft_mean,irrigation_Raft_mean,AET_Raft_mean,soil_thickness_Raft_mean,soil_porosity_Raft_mean,field_capacity_Raft_mean,wilting_point_Raft_mean,Geo_K_Raft_mean,Runoff_Raft_mean,Recharge_Raft_mean,Soil_Water_End_Of_Previous_Timestep_Raft_mean,Soil_Saturation_Percent_End_Of_Timestep_Raft_mean,precip_and_snowmelt_input_m3_Raft_sum,irrigation_m3_Raft_sum,AET_m3_Raft_sum,Runoff_m3_Raft_sum,Recharge_m3_Raft_sum,Soil_Water_End_Of_Previous_Timestep_m3_Raft_sum,Raft_area_m2
0,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5066435
1,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5066435
2,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5066435
3,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5066435
4,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5066435
5,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5060358
6,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5066435
7,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5060358
8,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5060358
9,2024-01-01,51.028479798726934,0.0,12.9923268082138,568.3093057750574,0.49132263894566947,141.94942583913013,64.62838530469377,10197.930482207514,4.171167225323297,14.723415781655826,151.2826145103292,54.386995058434074,98718776.8574928,0.0,25135986.58418039,8069615.096835156,28483120.636361547,292689067.2897625,1911914869.5066435
