,Date,precip_and_snowmelt_input_Strawberry_mean,irrigation_Strawberry_mean,AET_Strawberry_mean,soil_thickness_Strawberry_mean,soil_porosity_Strawberry_mean,field_capacity_Strawberry_mean,wilting_point_Strawberry_mean,Geo_K_Strawberry_mean,Runoff_Strawberry_mean,Recharge_Strawberry_mean,Soil_Water_End_Of_Previous_Timestep_Strawberry_mean,Soil_Saturation_Percent_End_Of_Timestep_Strawberry_mean,precip_and_snowmelt_input_m3_Strawberry_sum,irrigation_m3_Strawberry_sum,AET_m3_Strawberry_sum,Runoff_m3_Strawberry_sum,Recharge_m3_Strawberry_sum,Soil_Water_End_Of_Previous_Timestep_m3_Strawberry_sum,Strawberry_area_m2
0,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
1,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
2,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
3,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
4,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
5,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
6,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
7,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
8,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
9,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
10,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
11,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
12,2024-01-01,78.79125972276124,0.0,9.334375317215123,400.439124742833,0.49256666054942,94.74206949451865,47.717269163666366,10351.265508827459,2.8342884853860095,47.85155930340703,78.24494386621708,40.57553281086723,237614865.57576638,0.0,28150014.679746006,8547545.130514478,144308689.92293704,232834888.06028396,3012831749.5768213
