,Date,precip_and_snowmelt_input_Escalante_mean,irrigation_Escalante_mean,AET_Escalante_mean,soil_thickness_Escalante_mean,soil_porosity_Escalante_mean,field_capacity_Escalante_mean,wilting_point_Escalante_mean,Geo_K_Escalante_mean,Runoff_Escalante_mean,Recharge_Escalante_mean,Soil_Water_End_Of_Previous_Timestep_Escalante_mean,Soil_Saturation_Percent_End_Of_Timestep_Escalante_mean,precip_and_snowmelt_input_m3_Escalante_sum,irrigation_m3_Escalante_sum,AET_m3_Escalante_sum,Runoff_m3_Escalante_sum,Recharge_m3_Escalante_sum,Soil_Water_End_Of_Previous_Timestep_m3_Escalante_sum,Escalante_area_m2
0,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
1,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
2,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
3,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
4,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
5,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
6,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
7,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
8,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
9,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
10,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
11,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
12,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.955694
13,2024-01-01,18.07034562971429,0.0,18.07012744593203,297.8891294412975,0.4587498962064873,61.473063754529264,28.30992516409092,14878.167877275348,0.10518210948362511,1.2950872244258942,24.866385405447133,12.655302774818542,94813322.26951165,0.0,94814067.52717645,551898.442356186,6795143.776403088,130472410.16322517,5244765854.95548
