,Date,precip_and_snowmelt_input_Price_mean,irrigation_Price_mean,AET_Price_mean,soil_thickness_Price_mean,soil_porosity_Price_mean,field_capacity_Price_mean,wilting_point_Price_mean,Geo_K_Price_mean,Runoff_Price_mean,Recharge_Price_mean,Soil_Water_End_Of_Previous_Timestep_Price_mean,Soil_Saturation_Percent_End_Of_Timestep_Price_mean,precip_and_snowmelt_input_m3_Price_sum,irrigation_m3_Price_sum,AET_m3_Price_sum,Runoff_m3_Price_sum,Recharge_m3_Price_sum,Soil_Water_End_Of_Previous_Timestep_m3_Price_sum,Price_area_m2
0,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
1,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
2,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
3,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
4,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
5,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
6,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
7,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
8,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
9,2024-01-01,33.99330868507089,0.0,7.727180933913088,305.64100951007083,0.48439041053801246,65.31831792803204,35.36727091732483,9362.626877415776,7.124506966422141,12.75083778073735,39.568347319428206,28.405498883496215,166083952.06716886,0.0,37752374.97886186,34808992.21275778,62298133.9531018,193123506.45231444,4881496303.59925
