,Date,precip_and_snowmelt_input_East Fork Sevier_mean,irrigation_East Fork Sevier_mean,AET_East Fork Sevier_mean,soil_thickness_East Fork Sevier_mean,soil_porosity_East Fork Sevier_mean,field_capacity_East Fork Sevier_mean,wilting_point_East Fork Sevier_mean,Geo_K_East Fork Sevier_mean,Runoff_East Fork Sevier_mean,Recharge_East Fork Sevier_mean,Soil_Water_End_Of_Previous_Timestep_East Fork Sevier_mean,Soil_Saturation_Percent_End_Of_Timestep_East Fork Sevier_mean,precip_and_snowmelt_input_m3_East Fork Sevier_sum,irrigation_m3_East Fork Sevier_sum,AET_m3_East Fork Sevier_sum,Runoff_m3_East Fork Sevier_sum,Recharge_m3_East Fork Sevier_sum,Soil_Water_End_Of_Previous_Timestep_m3_East Fork Sevier_sum,East Fork Sevier_area_m2
0,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
1,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
2,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
3,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
4,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
5,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
6,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
7,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
8,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
9,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
10,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
11,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
12,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
13,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
14,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
15,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
16,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
17,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
18,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
19,2024-01-01,39.816531036455984,0.0,14.852532626106127,428.21541361138793,0.5013498533120456,100.62178908389615,42.37509312412537,22180.457064097776,0.0,16.24798742410567,60.28032551088532,30.25822028105568,128007472.82393663,0.0,47749484.545121595,0.0,52236044.80043085,193796646.16039735,3214950254.075725
