,Date,precip_and_snowmelt_input_Spanish Fork_mean,irrigation_Spanish Fork_mean,AET_Spanish Fork_mean,soil_thickness_Spanish Fork_mean,soil_porosity_Spanish Fork_mean,field_capacity_Spanish Fork_mean,wilting_point_Spanish Fork_mean,Geo_K_Spanish Fork_mean,Runoff_Spanish Fork_mean,Recharge_Spanish Fork_mean,Soil_Water_End_Of_Previous_Timestep_Spanish Fork_mean,Soil_Saturation_Percent_End_Of_Timestep_Spanish Fork_mean,precip_and_snowmelt_input_m3_Spanish Fork_sum,irrigation_m3_Spanish Fork_sum,AET_m3_Spanish Fork_sum,Runoff_m3_Spanish Fork_sum,Recharge_m3_Spanish Fork_sum,Soil_Water_End_Of_Previous_Timestep_m3_Spanish Fork_sum,Spanish Fork_area_m2
0,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
1,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
2,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
3,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
4,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
5,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
6,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
7,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
8,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
9,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
10,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
11,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.216185
12,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
13,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
14,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
15,2024-01-01,80.97087678930896,0.0,15.586000619915005,450.08786908937026,0.5127502211773851,109.92355513634527,59.30399051242233,10419.81584924188,1.8688197899027457,32.35770437397765,107.01359432336824,46.84956492865287,201968509.02803937,0.0,38876470.86400411,4661419.934251847,80711183.25319406,266918760.48145822,2491954679.2164187
