,Date,precip_and_snowmelt_input_Lower Green-Diamond_mean,irrigation_Lower Green-Diamond_mean,AET_Lower Green-Diamond_mean,soil_thickness_Lower Green-Diamond_mean,soil_porosity_Lower Green-Diamond_mean,field_capacity_Lower Green-Diamond_mean,wilting_point_Lower Green-Diamond_mean,Geo_K_Lower Green-Diamond_mean,Runoff_Lower Green-Diamond_mean,Recharge_Lower Green-Diamond_mean,Soil_Water_End_Of_Previous_Timestep_Lower Green-Diamond_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Green-Diamond_mean,precip_and_snowmelt_input_m3_Lower Green-Diamond_sum,irrigation_m3_Lower Green-Diamond_sum,AET_m3_Lower Green-Diamond_sum,Runoff_m3_Lower Green-Diamond_sum,Recharge_m3_Lower Green-Diamond_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Green-Diamond_sum,Lower Green-Diamond_area_m2
0,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
1,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
2,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.893094
3,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
4,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
5,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
6,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
7,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
8,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
9,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
10,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
11,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.893094
12,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
13,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
14,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
15,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
16,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
17,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
18,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.8933864
19,2024-01-01,10.817875701876353,0.0,6.162128017967433,445.4188671405007,0.4835709483291987,95.17659139861756,46.88953532177782,12948.112307509622,0.0,6.708809250016347,67.02392592576498,30.54960655745514,45533295.25244359,0.0,25935531.73065098,0.0,28238156.24857324,282091952.6432037,4206074648.893094
