,Date,precip_and_snowmelt_input_Lower Dolores_mean,irrigation_Lower Dolores_mean,AET_Lower Dolores_mean,soil_thickness_Lower Dolores_mean,soil_porosity_Lower Dolores_mean,field_capacity_Lower Dolores_mean,wilting_point_Lower Dolores_mean,Geo_K_Lower Dolores_mean,Runoff_Lower Dolores_mean,Recharge_Lower Dolores_mean,Soil_Water_End_Of_Previous_Timestep_Lower Dolores_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Dolores_mean,precip_and_snowmelt_input_m3_Lower Dolores_sum,irrigation_m3_Lower Dolores_sum,AET_m3_Lower Dolores_sum,Runoff_m3_Lower Dolores_sum,Recharge_m3_Lower Dolores_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Dolores_sum,Lower Dolores_area_m2
0,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
1,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
2,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
3,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
4,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
5,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
6,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
7,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
8,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
9,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
10,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
11,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
12,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
13,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
14,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
15,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
16,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
17,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
18,2024-01-01,38.99095624646556,0,13.689930660235147,249.4321585063687,0.4701388383827225,58.35005733788852,28.253825368604605,15231.731661893082,0.9069955958364827,5.1195772279863405,34.78181976540392,26.48690693726059,43652563.28400343,0,15326416.1708,1015491.8464597455,5731802.841231851,38940342.561552934,1143940568.3356588
