,Date,precip_and_snowmelt_input_Pine Valley_mean,irrigation_Pine Valley_mean,AET_Pine Valley_mean,soil_thickness_Pine Valley_mean,soil_porosity_Pine Valley_mean,field_capacity_Pine Valley_mean,wilting_point_Pine Valley_mean,Geo_K_Pine Valley_mean,Runoff_Pine Valley_mean,Recharge_Pine Valley_mean,Soil_Water_End_Of_Previous_Timestep_Pine Valley_mean,Soil_Saturation_Percent_End_Of_Timestep_Pine Valley_mean,precip_and_snowmelt_input_m3_Pine Valley_sum,irrigation_m3_Pine Valley_sum,AET_m3_Pine Valley_sum,Runoff_m3_Pine Valley_sum,Recharge_m3_Pine Valley_sum,Soil_Water_End_Of_Previous_Timestep_m3_Pine Valley_sum,Pine Valley_area_m2
0,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
1,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
2,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
3,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
4,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
5,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
6,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
7,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
8,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
9,2024-01-01,15.42599306268736,0,8.962948136286808,526.5574662507786,0.4889963125378706,109.79739399427045,49.79571960441524,5628.164423931104,1.8525402432083717,0.9988060351590824,151.8521528832406,50.66459125497384,29241480.592411958,0,16990089.594235297,3511810.8103736453,1893289.8387318524,287857014.601323,1895488190.4641714
