,Date,precip_and_snowmelt_input_Pine Valley_mean,irrigation_Pine Valley_mean,AET_Pine Valley_mean,soil_thickness_Pine Valley_mean,soil_porosity_Pine Valley_mean,field_capacity_Pine Valley_mean,wilting_point_Pine Valley_mean,Geo_K_Pine Valley_mean,Runoff_Pine Valley_mean,Recharge_Pine Valley_mean,Soil_Water_End_Of_Previous_Timestep_Pine Valley_mean,Soil_Saturation_Percent_End_Of_Timestep_Pine Valley_mean,precip_and_snowmelt_input_m3_Pine Valley_sum,irrigation_m3_Pine Valley_sum,AET_m3_Pine Valley_sum,Runoff_m3_Pine Valley_sum,Recharge_m3_Pine Valley_sum,Soil_Water_End_Of_Previous_Timestep_m3_Pine Valley_sum,Pine Valley_area_m2
0,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
1,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
2,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
3,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4643352
4,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
5,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
6,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4643352
7,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
8,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
9,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4643352
10,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
11,2024-01-01,26.00355804896571,0,5.030416875900222,537.4981913954887,0.48994208840056147,112.49606639336008,50.36242922713429,5541.978307750015,5.671875327161428,4.794643113386065,168.99342466774317,58.5787361945594,49316056.50610887,0,9540545.787743136,10756825.311979873,9092761.160616029,320502571.20149964,1895488190.4641714
