,Date,precip_and_snowmelt_input_San Pitch_mean,irrigation_San Pitch_mean,AET_San Pitch_mean,soil_thickness_San Pitch_mean,soil_porosity_San Pitch_mean,field_capacity_San Pitch_mean,wilting_point_San Pitch_mean,Geo_K_San Pitch_mean,Runoff_San Pitch_mean,Recharge_San Pitch_mean,Soil_Water_End_Of_Previous_Timestep_San Pitch_mean,Soil_Saturation_Percent_End_Of_Timestep_San Pitch_mean,precip_and_snowmelt_input_m3_San Pitch_sum,irrigation_m3_San Pitch_sum,AET_m3_San Pitch_sum,Runoff_m3_San Pitch_sum,Recharge_m3_San Pitch_sum,Soil_Water_End_Of_Previous_Timestep_m3_San Pitch_sum,San Pitch_area_m2
0,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
1,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
2,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
3,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
4,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
5,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.986012
6,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
7,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
8,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
9,2024-01-01,55.348468341337195,0.0,7.935408686345211,490.25026222397486,0.5259352308619727,115.04435849306415,68.17464962374319,10356.530491134285,1.977764567765903,30.788205017011585,121.98250256404835,47.60088172378253,123392121.69846396,0.0,17690746.4416164,4409114.176811049,68638657.18441503,271941858.1144724,2227751045.987718
