,Date,precip_and_snowmelt_input_Fremont_mean,irrigation_Fremont_mean,AET_Fremont_mean,soil_thickness_Fremont_mean,soil_porosity_Fremont_mean,field_capacity_Fremont_mean,wilting_point_Fremont_mean,Geo_K_Fremont_mean,Runoff_Fremont_mean,Recharge_Fremont_mean,Soil_Water_End_Of_Previous_Timestep_Fremont_mean,Soil_Saturation_Percent_End_Of_Timestep_Fremont_mean,precip_and_snowmelt_input_m3_Fremont_sum,irrigation_m3_Fremont_sum,AET_m3_Fremont_sum,Runoff_m3_Fremont_sum,Recharge_m3_Fremont_sum,Soil_Water_End_Of_Previous_Timestep_m3_Fremont_sum,Fremont_area_m2
0,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.6746025
1,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.6746025
2,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.6746025
3,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.6746025
4,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.6746025
5,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.670146
6,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.6746025
7,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.670146
8,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.6746025
9,2024-01-01,27.49626307218652,0.0,3.2620345514731315,322.1880089260717,0.4824469090043037,71.63906748090272,32.152657376622265,19111.30254536068,0.01804629199861842,23.366235775409532,60.76045427190489,38.263042509078545,140964162.14566708,0.0,16724131.333152939,92523.07912757187,119790477.35542032,311503300.1086611,5124879115.6746025
