,Date,precip_and_snowmelt_input_Central Bear_mean,irrigation_Central Bear_mean,AET_Central Bear_mean,soil_thickness_Central Bear_mean,soil_porosity_Central Bear_mean,field_capacity_Central Bear_mean,wilting_point_Central Bear_mean,Geo_K_Central Bear_mean,Runoff_Central Bear_mean,Recharge_Central Bear_mean,Soil_Water_End_Of_Previous_Timestep_Central Bear_mean,Soil_Saturation_Percent_End_Of_Timestep_Central Bear_mean,precip_and_snowmelt_input_m3_Central Bear_sum,irrigation_m3_Central Bear_sum,AET_m3_Central Bear_sum,Runoff_m3_Central Bear_sum,Recharge_m3_Central Bear_sum,Soil_Water_End_Of_Previous_Timestep_m3_Central Bear_sum,Central Bear_area_m2
0,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.453372
1,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
2,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
3,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.453372
4,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
5,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
6,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
7,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
8,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
9,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
10,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
11,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
12,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.453372
13,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
14,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
15,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
16,2024-01-01,49.05911780534991,0.0,2.4028645436538176,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.6582642777515115,17.772341081932478,114.37408905502625,52.96662882722605,61327382.7344567,0.0,2663103.2465019613,5823171.12658777,22216670.2570952,126761279.97614503,2119436591.4576964
