,Date,precip_and_snowmelt_input_Central Bear_mean,irrigation_Central Bear_mean,AET_Central Bear_mean,soil_thickness_Central Bear_mean,soil_porosity_Central Bear_mean,field_capacity_Central Bear_mean,wilting_point_Central Bear_mean,Geo_K_Central Bear_mean,Runoff_Central Bear_mean,Recharge_Central Bear_mean,Soil_Water_End_Of_Previous_Timestep_Central Bear_mean,Soil_Saturation_Percent_End_Of_Timestep_Central Bear_mean,precip_and_snowmelt_input_m3_Central Bear_sum,irrigation_m3_Central Bear_sum,AET_m3_Central Bear_sum,Runoff_m3_Central Bear_sum,Recharge_m3_Central Bear_sum,Soil_Water_End_Of_Previous_Timestep_m3_Central Bear_sum,Central Bear_area_m2
0,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
1,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
2,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
3,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
4,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
5,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
6,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
7,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
8,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
9,2024-01-01,49.05649604146243,0.0,6.514094164254153,414.97066909405623,0.4980942473525093,108.18234520803158,55.667921156372415,7852.695332904778,4.211928582010279,12.080992306992181,113.50173434454126,52.26109901073408,61324105.35172897,0.0,7219594.298101959,5265218.714417623,15102081.784342548,125794445.78939515,2119436591.4576964
