,Date,precip_and_snowmelt_input_Blacks Fork_mean,irrigation_Blacks Fork_mean,AET_Blacks Fork_mean,soil_thickness_Blacks Fork_mean,soil_porosity_Blacks Fork_mean,field_capacity_Blacks Fork_mean,wilting_point_Blacks Fork_mean,Geo_K_Blacks Fork_mean,Runoff_Blacks Fork_mean,Recharge_Blacks Fork_mean,Soil_Water_End_Of_Previous_Timestep_Blacks Fork_mean,Soil_Saturation_Percent_End_Of_Timestep_Blacks Fork_mean,precip_and_snowmelt_input_m3_Blacks Fork_sum,irrigation_m3_Blacks Fork_sum,AET_m3_Blacks Fork_sum,Runoff_m3_Blacks Fork_sum,Recharge_m3_Blacks Fork_sum,Soil_Water_End_Of_Previous_Timestep_m3_Blacks Fork_sum,Blacks Fork_area_m2
0,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
1,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
2,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
3,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
4,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.893113
5,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
6,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
7,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
8,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
9,2024-01-01,34.19583109581516,0,8.227920487484793,512.9355459973751,0.4750150587128214,109.36483642065451,55.450155602868854,14931.099317233742,2.3658442419516916,12.941104612965638,77.64396894006829,36.445835001771215,240095264.86821795,0,57766056.75492183,16594921.22658535,90704568.71762586,543935315.6232836,7096507475.897791
