,Date,precip_and_snowmelt_input_Upper Weber_mean,irrigation_Upper Weber_mean,AET_Upper Weber_mean,soil_thickness_Upper Weber_mean,soil_porosity_Upper Weber_mean,field_capacity_Upper Weber_mean,wilting_point_Upper Weber_mean,Geo_K_Upper Weber_mean,Runoff_Upper Weber_mean,Recharge_Upper Weber_mean,Soil_Water_End_Of_Previous_Timestep_Upper Weber_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Weber_mean,precip_and_snowmelt_input_m3_Upper Weber_sum,irrigation_m3_Upper Weber_sum,AET_m3_Upper Weber_sum,Runoff_m3_Upper Weber_sum,Recharge_m3_Upper Weber_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Weber_sum,Upper Weber_area_m2
0,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777324
1,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777414
2,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777414
3,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777324
4,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777324
5,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777324
6,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777414
7,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777414
8,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777324
9,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777414
10,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777414
11,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777414
12,2024-01-01,107.27552335497907,0.0,5.075316614945902,423.61482089938215,0.5085531329534743,101.4197172894,52.10628843179555,16503.17444222092,6.03893273241407,64.29621125358348,107.72094405132952,52.98525022684464,323986844.2193207,0.0,15328142.203607842,18238656.061914448,194183282.74344018,325331968.97786176,3016627290.2777414
