,Date,precip_and_snowmelt_input_Beaver Bottoms-Upper Beaver_mean,irrigation_Beaver Bottoms-Upper Beaver_mean,AET_Beaver Bottoms-Upper Beaver_mean,soil_thickness_Beaver Bottoms-Upper Beaver_mean,soil_porosity_Beaver Bottoms-Upper Beaver_mean,field_capacity_Beaver Bottoms-Upper Beaver_mean,wilting_point_Beaver Bottoms-Upper Beaver_mean,Geo_K_Beaver Bottoms-Upper Beaver_mean,Runoff_Beaver Bottoms-Upper Beaver_mean,Recharge_Beaver Bottoms-Upper Beaver_mean,Soil_Water_End_Of_Previous_Timestep_Beaver Bottoms-Upper Beaver_mean,Soil_Saturation_Percent_End_Of_Timestep_Beaver Bottoms-Upper Beaver_mean,precip_and_snowmelt_input_m3_Beaver Bottoms-Upper Beaver_sum,irrigation_m3_Beaver Bottoms-Upper Beaver_sum,AET_m3_Beaver Bottoms-Upper Beaver_sum,Runoff_m3_Beaver Bottoms-Upper Beaver_sum,Recharge_m3_Beaver Bottoms-Upper Beaver_sum,Soil_Water_End_Of_Previous_Timestep_m3_Beaver Bottoms-Upper Beaver_sum,Beaver Bottoms-Upper Beaver_area_m2
0,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
1,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
2,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
3,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
4,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
5,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
6,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.41528
7,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
8,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
9,2024-01-01,38.73176773868692,0.0,9.935620350178473,559.5946043926577,0.4888761147309626,122.1052892852787,60.210947664885126,8468.560095706063,5.077837829988206,12.313407655590876,172.33104780663743,57.481130076432784,173318723.27003458,0.0,44460289.175241254,22719835.434791602,55105073.97812108,771103085.984602,4472104573.414517
