,Date,precip_and_snowmelt_input_Little Bear-Logan_mean,irrigation_Little Bear-Logan_mean,AET_Little Bear-Logan_mean,soil_thickness_Little Bear-Logan_mean,soil_porosity_Little Bear-Logan_mean,field_capacity_Little Bear-Logan_mean,wilting_point_Little Bear-Logan_mean,Geo_K_Little Bear-Logan_mean,Runoff_Little Bear-Logan_mean,Recharge_Little Bear-Logan_mean,Soil_Water_End_Of_Previous_Timestep_Little Bear-Logan_mean,Soil_Saturation_Percent_End_Of_Timestep_Little Bear-Logan_mean,precip_and_snowmelt_input_m3_Little Bear-Logan_sum,irrigation_m3_Little Bear-Logan_sum,AET_m3_Little Bear-Logan_sum,Runoff_m3_Little Bear-Logan_sum,Recharge_m3_Little Bear-Logan_sum,Soil_Water_End_Of_Previous_Timestep_m3_Little Bear-Logan_sum,Little Bear-Logan_area_m2
0,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5050893
1,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5050893
2,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5050893
3,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5150714
4,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5050893
5,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5050893
6,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5050893
7,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5050893
8,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5150714
9,2024-01-01,113.03811793321252,0.0,2.7090868827046575,464.59851432743386,0.5128386655953427,121.0077792418842,60.699106904798796,12759.713686231604,12.526140419604674,72.98339486135183,151.806886794515,67.53946921279415,258578377.72223097,0.0,6196787.972164705,28653977.11882348,166953238.74189475,347258674.3460992,2286464595.5150714
