,Date,precip_and_snowmelt_input_Utah Lake_mean,irrigation_Utah Lake_mean,AET_Utah Lake_mean,soil_thickness_Utah Lake_mean,soil_porosity_Utah Lake_mean,field_capacity_Utah Lake_mean,wilting_point_Utah Lake_mean,Geo_K_Utah Lake_mean,Runoff_Utah Lake_mean,Recharge_Utah Lake_mean,Soil_Water_End_Of_Previous_Timestep_Utah Lake_mean,Soil_Saturation_Percent_End_Of_Timestep_Utah Lake_mean,precip_and_snowmelt_input_m3_Utah Lake_sum,irrigation_m3_Utah Lake_sum,AET_m3_Utah Lake_sum,Runoff_m3_Utah Lake_sum,Recharge_m3_Utah Lake_sum,Soil_Water_End_Of_Previous_Timestep_m3_Utah Lake_sum,Utah Lake_area_m2
0,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666935
1,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666457
2,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666457
3,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666935
4,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666935
5,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666935
6,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666457
7,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666457
8,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666935
9,2024-01-01,43.71282356937051,0.0,10.051954982051031,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,2.9043371834215383,15.16105448696946,150.0323655976309,55.1950168031431,152150610.44458634,0.0,34987447.10401567,10109038.208920732,52771316.785682596,467418798.8661154,3479308940.666935
