,Date,precip_and_snowmelt_input_Utah Lake_mean,irrigation_Utah Lake_mean,AET_Utah Lake_mean,soil_thickness_Utah Lake_mean,soil_porosity_Utah Lake_mean,field_capacity_Utah Lake_mean,wilting_point_Utah Lake_mean,Geo_K_Utah Lake_mean,Runoff_Utah Lake_mean,Recharge_Utah Lake_mean,Soil_Water_End_Of_Previous_Timestep_Utah Lake_mean,Soil_Saturation_Percent_End_Of_Timestep_Utah Lake_mean,precip_and_snowmelt_input_m3_Utah Lake_sum,irrigation_m3_Utah Lake_sum,AET_m3_Utah Lake_sum,Runoff_m3_Utah Lake_sum,Recharge_m3_Utah Lake_sum,Soil_Water_End_Of_Previous_Timestep_m3_Utah Lake_sum,Utah Lake_area_m2
0,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666935
1,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666935
2,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666935
3,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666457
4,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666935
5,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666935
6,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666935
7,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666935
8,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666935
9,2024-01-01,44.34368302577781,0.0,6.928786261763849,502.0677507811905,0.5148689123775048,124.94859405932847,64.24611068811149,5261.763975763959,3.11906258144408,21.029305930100314,159.91820609713167,59.68717084509391,154346488.0039514,0.0,24116462.282337263,10856605.417781943,73196976.23418547,498218389.9657273,3479308940.666457
