,Date,precip_and_snowmelt_input_Lower Green_mean,irrigation_Lower Green_mean,AET_Lower Green_mean,soil_thickness_Lower Green_mean,soil_porosity_Lower Green_mean,field_capacity_Lower Green_mean,wilting_point_Lower Green_mean,Geo_K_Lower Green_mean,Runoff_Lower Green_mean,Recharge_Lower Green_mean,Soil_Water_End_Of_Previous_Timestep_Lower Green_mean,Soil_Saturation_Percent_End_Of_Timestep_Lower Green_mean,precip_and_snowmelt_input_m3_Lower Green_sum,irrigation_m3_Lower Green_sum,AET_m3_Lower Green_sum,Runoff_m3_Lower Green_sum,Recharge_m3_Lower Green_sum,Soil_Water_End_Of_Previous_Timestep_m3_Lower Green_sum,Lower Green_area_m2
0,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627543
1,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627552
2,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627543
3,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627543
4,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627552
5,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627543
6,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627543
7,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627543
8,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627543
9,2024-01-01,8.232821454460945,0.0,19.04872681546682,235.44882441645703,0.457136374499005,39.20088553451121,22.67363619707861,10236.858867001045,0.0,0.10937862764965087,15.03944652300908,9.58598995852366,39795173.44349677,0.0,92077085.75113721,0.0,528703.4840263404,72697243.31157646,4832975518.627543
