,Date,precip_and_snowmelt_input_Sevier Lake_mean,irrigation_Sevier Lake_mean,AET_Sevier Lake_mean,soil_thickness_Sevier Lake_mean,soil_porosity_Sevier Lake_mean,field_capacity_Sevier Lake_mean,wilting_point_Sevier Lake_mean,Geo_K_Sevier Lake_mean,Runoff_Sevier Lake_mean,Recharge_Sevier Lake_mean,Soil_Water_End_Of_Previous_Timestep_Sevier Lake_mean,Soil_Saturation_Percent_End_Of_Timestep_Sevier Lake_mean,precip_and_snowmelt_input_m3_Sevier Lake_sum,irrigation_m3_Sevier Lake_sum,AET_m3_Sevier Lake_sum,Runoff_m3_Sevier Lake_sum,Recharge_m3_Sevier Lake_sum,Soil_Water_End_Of_Previous_Timestep_m3_Sevier Lake_sum,Sevier Lake_area_m2
0,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
1,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
2,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
3,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
4,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
5,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
6,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
7,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
8,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
9,2024-01-01,18.003464743688877,0.0,7.988631271003726,492.72542374205693,0.47919251059210866,101.52875349904627,45.54375896657543,6331.50419229814,3.584453246756628,4.084430474253297,157.07971272526134,56.39657090311382,65050327.78744342,0.0,28866217.832313303,12950928.817665778,14757543.073496895,567573543.7047653,3611099971.8449254
