,Date,precip_and_snowmelt_input_Upper Sevier_mean,irrigation_Upper Sevier_mean,AET_Upper Sevier_mean,soil_thickness_Upper Sevier_mean,soil_porosity_Upper Sevier_mean,field_capacity_Upper Sevier_mean,wilting_point_Upper Sevier_mean,Geo_K_Upper Sevier_mean,Runoff_Upper Sevier_mean,Recharge_Upper Sevier_mean,Soil_Water_End_Of_Previous_Timestep_Upper Sevier_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Sevier_mean,precip_and_snowmelt_input_m3_Upper Sevier_sum,irrigation_m3_Upper Sevier_sum,AET_m3_Upper Sevier_sum,Runoff_m3_Upper Sevier_sum,Recharge_m3_Upper Sevier_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Sevier_sum,Upper Sevier_area_m2
0,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
1,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
2,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
3,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
4,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
5,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
6,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
7,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
8,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
9,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
10,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
11,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0790896
12,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
13,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
14,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
15,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
16,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0790896
17,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
18,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
19,2024-01-01,44.26469096744465,0.0,11.416558265582657,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.0,18.995012848734753,60.018356103839295,29.498826067729997,137851604.75029513,0.0,35555383.16637649,0.0,59152353.79175727,186917411.06693152,3114673062.0791564
20,2024-02-01,103.89836373299133,0.0,16.153306233062338,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.7395807887012923,47.214054330715314,99.80977848435161,49.9373400370843,323569563.8597663,0.0,50307914.477521576,2303170.4768065307,147034609.07518432,310841280.8971855,3114673062.0791564
21,2024-02-01,103.89836373299133,0.0,16.153306233062338,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.7395807887012923,47.214054330715314,99.80977848435161,49.9373400370843,323569563.8597663,0.0,50307914.477521576,2303170.4768065307,147034609.07518432,310841280.8971855,3114673062.0791564
22,2024-02-01,103.89836373299133,0.0,16.153306233062338,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.7395807887012923,47.214054330715314,99.80977848435161,49.9373400370843,323569563.8597663,0.0,50307914.477521576,2303170.4768065307,147034609.07518432,310841280.8971855,3114673062.0791564
23,2024-02-01,103.89836373299133,0.0,16.153306233062338,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.7395807887012923,47.214054330715314,99.80977848435161,49.9373400370843,323569563.8597663,0.0,50307914.477521576,2303170.4768065307,147034609.07518432,310841280.8971855,3114673062.0791564
24,2024-02-01,103.89836373299133,0.0,16.153306233062338,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.7395807887012923,47.214054330715314,99.80977848435161,49.9373400370843,323569563.8597663,0.0,50307914.477521576,2303170.4768065307,147034609.07518432,310841280.8971855,3114673062.0791564
25,2024-02-01,103.89836373299133,0.0,16.153306233062338,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.7395807887012923,47.214054330715314,99.80977848435161,49.9373400370843,323569563.8597663,0.0,50307914.477521576,2303170.4768065307,147034609.07518432,310841280.8971855,3114673062.0791564
26,2024-02-01,103.89836373299133,0.0,16.153306233062338,431.75304664634155,0.4971321005897151,100.69470822058274,44.55340509254602,18630.715735515216,0.7395807887012923,47.214054330715314,99.80977848435161,49.9373400370843,323569563.8597663,0.0,50307914.477521576,2303170.4768065307,147034609.07518432,310841280.8971855,3114673062.0791564
