,Date,precip_and_snowmelt_input_Upper Dolores_mean,irrigation_Upper Dolores_mean,AET_Upper Dolores_mean,soil_thickness_Upper Dolores_mean,soil_porosity_Upper Dolores_mean,field_capacity_Upper Dolores_mean,wilting_point_Upper Dolores_mean,Geo_K_Upper Dolores_mean,Runoff_Upper Dolores_mean,Recharge_Upper Dolores_mean,Soil_Water_End_Of_Previous_Timestep_Upper Dolores_mean,Soil_Saturation_Percent_End_Of_Timestep_Upper Dolores_mean,precip_and_snowmelt_input_m3_Upper Dolores_sum,irrigation_m3_Upper Dolores_sum,AET_m3_Upper Dolores_sum,Runoff_m3_Upper Dolores_sum,Recharge_m3_Upper Dolores_sum,Soil_Water_End_Of_Previous_Timestep_m3_Upper Dolores_sum,Upper Dolores_area_m2
0,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
1,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8232377
2,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
3,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
4,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8232377
5,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8232377
6,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
7,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
8,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
9,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
10,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
11,2024-01-01,23.727293710336966,0,21.34208487561333,286.4831007628906,0.4734779342687039,63.479701294044496,32.09103779698036,23563.102840560652,0.0,4.047370652499504,14.999247035441687,8.779572654375805,23258620.92452045,0,20919685.488682352,0.0,3967608.756479601,14703290.480307017,989942853.8229113
